  136/2999     1.41G    0.0345   0.01494         0   0.04943        26       416    0.7837    0.6957    0.7505     0.446   0.04866  0.007148         0
  137/2999     1.41G    0.0348   0.01477         0   0.04957        24       416    0.8509    0.6949    0.7352    0.4422   0.05078  0.007034         0
  138/2999     1.41G   0.03399   0.01454         0   0.04853        20       416    0.8202    0.6957     0.734    0.4169   0.05012  0.007194         0
  139/2999     1.41G   0.03541   0.01473         0   0.05014        30       416    0.7584    0.6696    0.6814    0.3978   0.05309  0.007411         0
  140/2999     1.41G   0.03436   0.01499         0   0.04934        34       416    0.8508    0.6696    0.7125     0.436    0.0508  0.007061         0
  141/2999     1.41G    0.0347   0.01472         0   0.04942        30       416     0.809    0.6478    0.6966    0.4434      0.05  0.007196         0
  142/2999     1.41G    0.0347   0.01509         0   0.04979        20       416    0.8038    0.6783    0.7137    0.4356   0.05048  0.007277         0
  143/2999     1.41G   0.03398   0.01438         0   0.04836        25       416    0.8305    0.6606    0.7112    0.4337   0.04933  0.007215         0
  144/2999     1.41G   0.03473   0.01507         0    0.0498        33       416    0.8548     0.691    0.7347    0.4446   0.05259  0.007109         0
  145/2999     1.41G   0.03367   0.01466         0   0.04833        20       416    0.8462    0.6696    0.7356    0.4422   0.05096  0.007261         0
  146/2999     1.41G   0.03412   0.01454         0   0.04866        35       416    0.7819    0.6391    0.7013    0.4372   0.04992  0.007225         0
  147/2999     1.41G   0.03361   0.01476         0   0.04837        24       416     0.782    0.6565    0.7088    0.4313   0.04977  0.007328         0
  148/2999     1.41G   0.03431    0.0146         0    0.0489        30       416    0.8332    0.6522     0.721    0.4443   0.05484  0.007199         0
  149/2999     1.41G   0.03369   0.01447         0   0.04816        30       416    0.7387    0.7254    0.7337    0.4532   0.05239  0.007234         0
  150/2999     1.41G   0.03405   0.01454         0   0.04859        27       416    0.8195    0.6515    0.7114    0.4454   0.05064  0.007184         0
  151/2999     1.41G   0.03374    0.0145         0   0.04824        24       416     0.783    0.7087    0.7404    0.4371   0.05607  0.006835         0
  152/2999     1.41G     0.034   0.01444         0   0.04845        24       416    0.8697    0.6391     0.723     0.424   0.05654  0.007124         0
  153/2999     1.41G   0.03325   0.01444         0   0.04769        24       416    0.7686    0.6644    0.7103    0.4202   0.05198  0.007312         0
  154/2999     1.41G   0.03366   0.01436         0   0.04802        27       416    0.8507    0.6696    0.7226    0.4477   0.05104  0.007182         0
  155/2999     1.41G    0.0335   0.01464         0   0.04815        35       416    0.8709    0.6478    0.7309    0.4426   0.05242  0.006852         0
  156/2999     1.41G   0.03327   0.01446         0   0.04773        27       416    0.8324    0.6912    0.7483     0.467   0.05162  0.007046         0
  157/2999     1.41G   0.03433    0.0144         0   0.04873        26       416     0.804    0.6783    0.7133    0.4397   0.05102  0.007301         0
  158/2999     1.41G   0.03345   0.01457         0   0.04801        27       416    0.8338    0.6348    0.7028    0.4214   0.05364  0.007361         0
  159/2999     1.41G   0.03319   0.01452         0   0.04771        17       416    0.7793    0.6609    0.7015    0.4428   0.05402  0.007199         0
  160/2999     1.41G    0.0332   0.01405         0   0.04725        30       416     0.804    0.6783     0.734    0.4519   0.05113  0.007174         0
  161/2999     1.41G   0.03354    0.0144         0   0.04794        34       416    0.8052    0.6652    0.7206    0.4491   0.05056  0.007106         0
  162/2999     1.41G    0.0331   0.01393         0   0.04703        29       416    0.8051    0.6823    0.7298    0.4443   0.05146  0.006939         0
  163/2999     1.41G   0.03313   0.01385         0   0.04698        41       416    0.7778    0.6695    0.7115    0.4492   0.04812  0.007342         0
  164/2999     1.41G   0.03289   0.01425         0   0.04714        30       416     0.763    0.6998    0.7208    0.4418   0.04884    0.0074         0
  165/2999     1.41G   0.03246   0.01429         0   0.04674        25       416     0.855    0.6957    0.7357    0.4575   0.05043  0.007099         0
  166/2999     1.41G   0.03287   0.01431         0   0.04718        21       416    0.8196    0.6913    0.7028    0.4383   0.04995  0.007313         0
